timestamp,price,market_cap,volume,hour_key
2025-03-11 13:09:48.503000,81525.57519757233,1.620495623079486E12,6.124987238051666E10,2025031113
2025-03-11 14:03:06.137000,81136.77348524275,1.620495623079486E12,5.786993012909117E10,2025031114
2025-03-11 15:04:45.337000,80881.78302235727,1.604342120926188E12,5.826410061850261E10,2025031115
2025-03-11 16:04:56.277000,79828.50693030546,1.5836248890195435E12,5.693995111118562E10,2025031116
2025-03-11 17:02:41.900000,81232.56177617155,1.6171361552788406E12,6.364856982958226E10,2025031117
2025-03-11 18:02:28.324000,81217.85170939227,1.6149836961252224E12,6.309082235789643E10,2025031118
2025-03-11 19:04:57.732000,81336.13046672981,1.6119679781140322E12,6.133824441239345E10,2025031119
2025-03-11 20:08:34.019000,83185.92996285958,1.6119679781140322E12,5.896232426225423E10,2025031120
2025-03-11 21:09:46.071000,83019.95454728934,1.6463578254387378E12,5.727661452232379E10,2025031121
2025-03-11 22:04:52.582000,82804.22144356178,1.6426982807541138E12,5.4617591123309944E10,2025031122
2025-03-11 23:05:27.043000,83196.76104395698,1.6478278526795188E12,5.763995437151776E10,2025031123
2025-03-12 00:01:23.248000,83157.48605838082,1.649912057361183E12,5.699139625473114E10,2025031200
2025-03-12 01:09:44.594000,82753.77759522418,1.643023053437441E12,5.631661663457754E10,2025031201
2025-03-12 02:05:45.444000,82751.87792950893,1.643023053437441E12,5.2449578634893814E10,2025031202
2025-03-12 03:04:57.366000,83297.33630586542,1.6539260406658442E12,5.104556310066663E10,2025031203
2025-03-12 04:09:41.580000,82338.26682572266,1.633187893020512E12,4.976455004280338E10,2025031204
2025-03-12 05:09:31.727000,81766.78389449522,1.6282130186046028E12,5.015691129657301E10,2025031205
2025-03-12 06:03:24.218000,81754.1245019308,1.62271050158994E12,4.371560295105303E10,2025031206
2025-03-12 07:04:51.939000,81962.70572429236,1.6256308004062834E12,4.690870466695959E10,2025031207
2025-03-12 08:09:58.117000,81450.3753315832,1.623779253097341E12,4.275687958921258E10,2025031208
2025-03-12 09:06:39.156000,82626.00983988849,1.6358480469992983E12,5.0092296685358696E10,2025031209
2025-03-12 10:09:48.883000,82867.53648272774,1.6439873689489685E12,5.0115284394732216E10,2025031210
2025-03-12 11:07:52.316000,82561.32217876334,1.637780359843864E12,4.930292099215834E10,2025031211
2025-03-12 12:01:37.287000,82486.2091764555,1.6363556389692954E12,4.061978055350552E10,2025031212
2025-03-12 13:04:12.948000,83005.6112865534,1.6452765378453176E12,4.6269437747597374E10,2025031213
2025-03-12 14:09:41.796000,83969.50401830622,1.646995380806993E12,4.5979407008141594E10,2025031214
2025-03-12 15:04:52.821000,82566.35571707349,1.641287380096985E12,4.955002697762093E10,2025031215
